Timestamp,Milliseconds,X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro,label
2019-10-31 14:39:01,6,0.6855601,-0.032483816,-1.123146,-0.21934858,0.06329412,-0.37533063,1
2019-10-31 14:39:01,16,0.53664017,-0.031327486,-0.6225786,0.0006283403,-0.105017506,-0.31407797,1
2019-10-31 14:39:01,26,0.28279793,0.15208006,-0.6244106,0.07945784,-0.28984073,-0.27839163,1
2019-10-31 14:39:01,37,0.20430839,0.26473427,-0.5634918,0.16467892,-0.50502396,-0.25974953,1
2019-10-31 14:39:01,46,0.30726582,0.33335304,-0.52838135,0.24244316,-0.6781292,-0.2730653,1
2019-10-31 14:39:01,57,0.23814815,0.27074838,-0.48509216,0.30316317,-0.81980926,-0.27732638,1
2019-10-31 14:39:01,67,0.12700117,0.37527537,-0.25913334,0.3473716,-0.94497776,-0.23471583,1
2019-10-31 14:39:01,77,0.031786263,0.8386779,0.17047119,0.36761165,-0.98492515,-0.20968215,1
2019-10-31 14:39:01,87,-0.063919306,1.2377341,0.5043669,0.34311056,-0.99131674,-0.20861688,1
2019-10-31 14:39:01,97,-0.21693492,1.2950776,0.9023571,0.3654811,-0.96415246,-0.16866949,1
2019-10-31 14:39:01,108,-0.39118946,1.2955894,0.9925127,0.28718424,-0.8874535,-0.08930737,1
2019-10-31 14:39:01,117,-0.2880446,1.3495677,0.7153778,-0.008426401,-0.8128851,-0.06906736,1
2019-10-31 14:39:01,126,-0.3775513,1.205642,0.73122025,-0.29924333,-0.65096503,-0.06906736,1
2019-10-31 14:39:01,137,-0.6687741,0.94063187,1.0395813,-0.5778097,-0.44856498,0.0060337195,1
2019-10-31 14:39:01,146,-1.1262866,0.65658736,1.7580814,-0.7557087,-0.2674702,0.16102955,1
2019-10-31 14:39:01,156,-1.2339792,0.3356936,2.6767788,-0.787134,-0.06986381,0.30217695,1
2019-10-31 14:39:01,166,-1.1686907,0.03968382,3.2858658,-0.7109676,0.16822259,0.39538753,1
2019-10-31 14:39:01,176,-0.8454553,-0.037236452,3.3572264,-0.5767445,0.45637637,0.45983598,1
2019-10-31 14:39:01,187,-0.8802495,0.14545035,2.5016117,-0.43240127,0.5991217,0.48859808,1
2019-10-31 14:39:01,196,-1.4186132,0.25299883,1.720088,-0.34877807,0.5575764,0.4806086,1
2019-10-31 14:39:01,206,-1.730607,0.5168266,1.4160309,-0.3439844,0.45424584,0.40390962,1
2019-10-31 14:39:01,217,-1.7745867,0.43623042,1.46142,-0.3541044,0.31682682,0.30164436,1
2019-10-31 14:39:01,226,-1.583741,-0.38225245,1.7570429,-0.27580753,-0.038438536,0.2925896,1
2019-10-31 14:39:01,237,-1.7646918,-1.1816707,2.2365093,-0.22201174,-0.14176908,0.3447875,1
2019-10-31 14:39:01,246,-1.8592627,-1.3294356,2.4299679,-0.11122433,-0.25628495,0.44971597,1
2019-10-31 14:39:01,257,-1.8693811,-1.6666741,1.4119396,0.027792558,-0.4501629,0.5775476,1
2019-10-31 14:39:01,266,-1.8176658,-1.52349,1.1728344,0.049097825,-0.49011028,0.71709716,1
2019-10-31 14:39:01,276,-1.546951,-1.2608135,0.4845209,0.036314663,-0.4016934,0.87262565,1
2019-10-31 14:39:01,286,-1.2597219,-1.1570754,0.1603117,0.012346237,-0.33511442,0.9344109,1
2019-10-31 14:39:01,297,-0.92035156,-0.894135,0.17745304,-0.0888538,-0.06187433,1.0169687,1
2019-10-31 14:39:01,306,-0.77896005,-0.7461848,0.23569965,-0.13838854,0.116024666,0.99033725,1
2019-10-31 14:39:01,316,-0.39951748,-0.62866974,0.11449528,-0.1575633,0.22361629,0.9317478,1
2019-10-31 14:39:01,326,-0.3355437,-0.63757086,-0.0859499,-0.15490015,0.24811734,0.89552885,1
2019-10-31 14:39:01,336,-0.17156632,-0.6811013,-0.26398754,-0.12560539,0.17940785,0.7964593,1
2019-10-31 14:39:01,346,0.062477693,-0.7074294,-0.33106995,-0.09844117,0.06009834,0.7309456,1
2019-10-31 14:39:01,356,0.20009501,-0.7723398,-0.32313728,-0.05263484,-0.05495012,0.66969293,1
2019-10-31 14:39:01,366,0.3607078,-0.85599136,-0.37130165,0.011280973,-0.10341962,0.62974554,1
2019-10-31 14:39:01,377,0.4330041,-0.99860406,-0.5249367,0.10449153,-0.08158171,0.6137666,1
2019-10-31 14:39:01,386,0.49921998,-1.0972233,-0.7063961,0.20782208,-0.011806948,0.61536455,1
2019-10-31 14:39:01,396,0.6510458,-1.1646144,-0.96573067,0.30955476,0.067555174,0.6158971,1
2019-10-31 14:39:01,406,0.6923313,-1.1714659,-1.2287903,0.39424324,0.12348152,0.60204875,1
2019-10-31 14:39:01,417,0.5951255,-1.0806079,-1.3548536,0.47147483,0.17301627,0.5786129,1
2019-10-31 14:39:01,426,0.46266794,-0.96848035,-1.5881195,0.54071695,0.22148576,0.57222134,1
2019-10-31 14:39:01,436,0.3536015,-0.86061025,-1.7157602,0.6046328,0.25344366,0.5764824,1
2019-10-31 14:39:01,446,0.31183657,-0.74134135,-1.8267312,0.63446015,0.29179314,0.5823413,1
2019-10-31 14:39:01,456,0.25429916,-0.69856477,-1.9243522,0.63659066,0.3290774,0.5818087,1
2019-10-31 14:39:01,466,0.25457078,-0.7029629,-2.0526047,0.60836124,0.3482521,0.58127606,1
2019-10-31 14:39:01,477,0.26481423,-0.61823463,-2.164455,0.566816,0.32215315,0.5860697,1
2019-10-31 14:39:01,486,0.287853,-0.47928238,-2.159968,0.50609595,0.24758472,0.58873296,1
2019-10-31 14:39:01,496,0.33803493,-0.35855603,-2.0856647,0.4363211,0.11762257,0.5802108,1
2019-10-31 14:39:01,507,0.4063031,-0.19366908,-1.8271451,0.38678637,-0.052286964,0.5551771,1
2019-10-31 14:39:01,516,0.44997603,-0.10138774,-1.448802,0.36122003,-0.21101122,0.5088382,1
2019-10-31 14:39:01,526,0.51989716,-0.11521578,-1.0980473,0.37453583,-0.32552704,0.4502486,1
2019-10-31 14:39:01,536,0.51962787,-0.09218478,-0.6898756,0.40596113,-0.4027587,0.37195173,1
2019-10-31 14:39:01,547,0.4017224,-0.09869599,-0.4628544,0.44377795,-0.40968287,0.28673065,1
2019-10-31 14:39:01,556,0.29530108,-0.16315675,-0.33768463,0.4650832,-0.3462997,0.22121695,1
2019-10-31 14:39:01,566,0.2215366,-0.20199585,-0.34374428,0.4411148,-0.26374176,0.18393272,1
2019-10-31 14:39:01,576,0.24002968,-0.17024088,-0.44902992,0.35536107,-0.20302175,0.16582324,1
2019-10-31 14:39:01,586,0.2851892,-0.07923913,-0.44278908,0.21740946,-0.17958595,0.1551706,1
2019-10-31 14:39:01,597,0.39686808,-0.013604879,-0.3079214,0.06347889,-0.17425963,0.12694113,1
2019-10-31 14:39:01,606,0.50483567,-0.02771926,0.02439785,-0.071809575,-0.18331437,0.06675374,1
2019-10-31 14:39:01,617,0.5325305,-0.068691015,0.38232803,-0.17141172,-0.22219649,-0.015804183,1
2019-10-31 14:39:01,626,0.5445436,-0.23343444,0.8129301,-0.2198812,-0.28771022,-0.11274317,1
2019-10-31 14:39:01,636,0.65638053,-0.45681262,1.2461901,-0.22414227,-0.38251865,-0.22779164,1
2019-10-31 14:39:01,647,0.78382033,-1.0688314,1.832591,-0.19058646,-0.49756712,-0.34070957,1
2019-10-31 14:39:01,656,0.7692641,-1.2475073,2.0175657,-0.0888538,-0.6344534,-0.47280222,1
2019-10-31 14:39:01,666,0.7557864,-1.6168132,2.3055153,-0.04091694,-0.63232297,-0.49197698,1
2019-10-31 14:39:02,677,0.3543116,-1.888613,2.9279728,0.13112311,-0.3612134,-0.46641064,1
2019-10-31 14:39:02,686,0.13040614,-1.8647685,3.0328903,0.2749337,0.052641496,-0.34710115,1
2019-10-31 14:39:02,696,-0.39219958,-1.6327336,2.9145098,0.34151268,0.27528155,-0.2512274,1
2019-10-31 14:39:02,706,-0.13739818,-1.5023744,1.5415611,0.3750685,0.7503891,0.033730567,1
2019-10-31 14:39:02,716,0.10686502,-1.4768293,1.0376091,0.1881147,0.7786186,0.1013748,1
2019-10-31 14:39:02,726,0.7834146,-1.0482044,0.14115143,-0.11282223,0.59645855,0.056633733,1
2019-10-31 14:39:02,736,1.1655824,-0.7384989,0.3592844,-0.43559706,0.3029784,-0.10901474,1
2019-10-31 14:39:02,747,1.3567919,-0.7243135,1.1571064,-0.7029782,0.007367796,-0.3678738,1
2019-10-31 14:39:02,756,1.3835667,-0.75875425,1.6406679,-0.7887319,-0.11407225,-0.50635797,1
2019-10-31 14:39:02,766,1.3508587,-1.2686498,2.984642,-0.8142982,-0.24456702,-0.8674823,1
2019-10-31 14:39:02,777,1.1158409,-1.7313805,3.4602137,-0.65291077,-0.16999859,-1.011293,1
2019-10-31 14:39:02,786,0.7492854,-2.0090852,3.6398363,-0.5405255,-0.12099646,-1.0544362,1
2019-10-31 14:39:02,797,0.4144463,-1.9595299,3.3179417,-0.048373785,0.05796781,-1.0347288,1
2019-10-31 14:39:02,806,0.20692155,-1.9792957,3.0527353,0.05548941,0.10856783,-0.99744445,1
2019-10-31 14:39:02,816,-0.047936544,-2.0526931,1.61199,0.19024524,0.17195101,-0.9223434,1
2019-10-31 14:39:02,826,-0.12864855,-2.0097456,0.57673264,0.2115505,0.15650469,-0.8557644,1
2019-10-31 14:39:02,837,-0.16891728,-1.8684852,-0.34577942,0.15083049,0.0712836,-0.79717493,1
2019-10-31 14:39:02,846,-0.08863082,-1.8488231,-1.0055714,0.016074661,-0.06773328,-0.7513686,1
2019-10-31 14:39:02,856,-0.0331245,-1.8276029,-1.4270258,-0.15063909,-0.22432701,-0.72207385,1
2019-10-31 14:39:02,866,0.0072990535,-1.7191837,-1.5158148,-0.29924333,-0.33884284,-0.68798536,1
2019-10-31 14:39:02,877,-0.11783287,-1.6083488,-1.40067,-0.380736,-0.3734639,-0.6475054,1
2019-10-31 14:39:02,886,-0.21951893,-1.5203588,-1.3643713,-0.39831284,-0.33032075,-0.5942422,1
2019-10-31 14:39:02,897,-0.31022874,-1.4015012,-1.3495283,-0.35676757,-0.21793544,-0.5287285,1
2019-10-31 14:39:02,906,-0.38654003,-1.2135463,-1.4668226,-0.2800686,-0.05761328,-0.45362747,1
2019-10-31 14:39:02,916,-0.38025367,-0.9619374,-1.648179,-0.19005384,0.12774257,-0.38278747,1
2019-10-31 14:39:02,926,-0.35643506,-0.70485806,-1.924222,-0.10163696,0.31203315,-0.3300569,1
2019-10-31 14:39:02,937,-0.35581738,-0.48737168,-2.3712983,-0.026003247,0.45318055,-0.30182743,1
2019-10-31 14:39:02,946,-0.3018273,-0.32688832,-2.8315792,0.017672557,0.4995195,-0.2911748,1
2019-10-31 14:39:02,956,-0.24654259,-0.19828725,-3.1292572,0.018205188,0.44093004,-0.30662113,1
2019-10-31 14:39:02,966,-0.2671066,-0.08615661,-3.2970958,-0.003100083,0.31895736,-0.3497643,1
2019-10-31 14:39:02,977,-0.38885224,0.011436462,-3.202355,-0.024937985,0.19059312,-0.40142956,1
2019-10-31 14:39:02,986,-0.534922,0.05598092,-3.0155473,-0.041449573,0.069685705,-0.43764853,1
2019-10-31 14:39:02,996,-0.6186879,0.08721781,-2.7365785,-0.039319042,-0.022992214,-0.43658328,1
2019-10-31 14:39:02,1006,-0.6483067,0.1399796,-2.4395118,-0.047308523,-0.084777504,-0.4083538,1
2019-10-31 14:39:02,1017,-0.65749526,0.12905478,-2.1244898,-0.067015894,-0.11407225,-0.3582864,1
2019-10-31 14:39:02,1026,-0.62037313,0.15325785,-1.7176585,-0.08406011,-0.13164909,-0.3028927,1
2019-10-31 14:39:02,1037,-0.53175956,0.20241332,-1.3482122,-0.08778853,-0.15561752,-0.26028216,1
