Timestamp,Milliseconds,X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro,label
2019-10-31 14:54:16,3,-0.44655514,0.46852946,3.332921,-0.30297175,0.36210054,0.0997769,4
2019-10-31 14:54:16,14,-0.4063887,0.45671856,3.929515,-0.24171911,0.35517633,0.1296043,4
2019-10-31 14:54:16,23,-0.2258886,1.1260402,3.7699804,-0.1090938,0.32215315,0.17221482,4
2019-10-31 14:54:16,33,-0.309179,1.4249794,3.409977,0.010748343,0.23533419,0.2004443,4
2019-10-31 14:54:16,44,-0.4911325,0.97023594,2.711464,-0.043580096,0.2406605,0.21269484,4
2019-10-31 14:54:16,56,-0.6903073,0.6691487,2.3400736,-0.1943149,0.2406605,0.21482536,4
2019-10-31 14:54:16,64,-0.6821097,0.47666085,2.3091927,-0.2784707,0.23852998,0.21056432,4
2019-10-31 14:54:16,73,-0.8092812,-0.056117892,2.4415674,-0.42867285,0.22574681,0.16156219,4
2019-10-31 14:54:16,84,-1.1000267,-0.97988796,3.000311,-0.37913808,0.24492155,0.13173482,4
2019-10-31 14:54:16,94,-1.2672921,-1.1900177,3.0414143,-0.2347949,0.32108787,0.13652849,4
2019-10-31 14:54:16,104,-1.6364691,-1.5094881,3.0081158,-0.04411273,0.42069003,0.17274745,4
2019-10-31 14:54:16,113,-1.8619068,-1.5853167,2.5526266,0.14390627,0.50697637,0.23666327,4
2019-10-31 14:54:16,123,-1.9160843,-1.165745,1.6474953,0.28345582,0.527749,0.29951382,4
2019-10-31 14:54:16,134,-1.8232752,-0.4765867,0.10432339,0.33778423,0.48460582,0.3330696,4
2019-10-31 14:54:16,144,-1.7553661,-0.15282261,-0.7494774,0.29890212,0.3919279,0.34265697,4
2019-10-31 14:54:16,153,-1.7609582,0.07383323,-1.1041327,0.1897126,0.26675946,0.3479833,4
2019-10-31 14:54:16,163,-1.7917564,0.31397069,-1.5736141,0.051760983,0.12135098,0.35544014,4
2019-10-31 14:54:16,174,-1.7149394,0.33662367,-1.5733318,-0.0638201,0.0015088458,0.35330963,4
2019-10-31 14:54:16,183,-1.6483773,0.29146624,-1.411273,-0.13679066,-0.10555014,0.34052646,4
2019-10-31 14:54:16,193,-1.5897826,0.28744197,-1.3654585,-0.17194436,-0.15561752,0.33839592,4
2019-10-31 14:54:16,203,-1.4590588,0.12745535,-1.3178616,-0.18898857,-0.153487,0.3378633,4
2019-10-31 14:54:16,214,-1.3719716,-0.008816481,-1.3159256,-0.18685804,-0.09063645,0.3495812,4
2019-10-31 14:54:16,223,-1.4219,-0.025653362,-1.3686295,-0.16981383,-0.007545894,0.38580015,4
2019-10-31 14:54:16,233,-1.4333456,0.09636819,-1.5902901,-0.14105171,0.055304654,0.42308438,4
2019-10-31 14:54:16,243,-1.3662541,0.14577484,-1.8441277,-0.111756966,0.08193623,0.4603686,4
2019-10-31 14:54:17,253,-1.3001587,0.13478136,-2.108715,-0.09045169,0.08779518,0.49978334,4
2019-10-31 14:54:17,263,-1.1655965,0.16494274,-2.360394,-0.08033168,0.06702255,0.536535,4
2019-10-31 14:54:17,274,-0.97210306,0.14356685,-2.5372372,-0.064352736,0.048913073,0.5711561,4
2019-10-31 14:54:17,283,-0.80214083,0.17300713,-2.7182183,-0.039319042,0.05210886,0.59725505,4
2019-10-31 14:54:17,294,-0.65930486,0.21634626,-2.8958602,-0.0004369251,0.0393257,0.61696243,4
2019-10-31 14:54:17,303,-0.47978464,0.38216138,-2.995893,0.045369405,0.05796781,0.6350719,4
2019-10-31 14:54:17,313,-0.3485919,0.43829274,-3.21211,0.07093573,0.09525203,0.64519185,4
2019-10-31 14:54:17,325,-0.3127176,0.44482303,-3.357936,0.058685195,0.12294888,0.64998555,4
2019-10-31 14:54:17,333,-0.406049,0.5679394,-3.3745246,0.007019921,0.13200364,0.6622361,4
2019-10-31 14:54:17,343,-0.30739287,0.7035247,-3.3438015,-0.007893769,0.11762257,0.65637714,4
2019-10-31 14:54:17,353,-0.20229954,0.7153832,-3.1775126,-0.06222221,0.017487798,0.5951245,4
2019-10-31 14:54:17,363,-0.21356127,0.7308575,-2.790133,-0.07074431,-0.008611158,0.57701504,4
2019-10-31 14:54:17,374,-0.2265414,0.63586974,-2.205783,-0.07074431,-0.029916428,0.550916,4
2019-10-31 14:54:17,383,-0.17040026,0.6769227,-1.630023,-0.042514835,0.005237268,0.54079604,4
2019-10-31 14:54:17,393,-0.083480954,0.73612034,-1.112339,0.009683079,0.085132025,0.5402635,4
2019-10-31 14:54:17,403,-0.007570207,0.86645055,-0.7788658,0.10502417,0.21296366,0.53067607,4
2019-10-31 14:54:17,414,0.12438372,0.8610853,-0.51172733,0.16041787,0.21083313,0.49658757,4
2019-10-31 14:54:17,423,0.1313681,0.83595204,-0.19397068,0.1897126,0.20710471,0.46995595,4
2019-10-31 14:54:17,434,0.14765719,0.6398046,0.059119225,0.18917999,0.19272365,0.4603686,4
2019-10-31 14:54:17,443,0.14486814,0.61891055,0.34014988,0.124198906,0.097915195,0.42042124,4
2019-10-31 14:54:17,453,0.07889655,0.63802624,0.7056494,0.02459677,-0.018731162,0.40390962,4
2019-10-31 14:54:17,463,-0.3359728,0.44111252,1.2547808,-0.07021168,-0.173727,0.4246823,4
2019-10-31 14:54:17,474,-0.63991505,0.30919182,1.9508543,-0.11814854,-0.25841546,0.44811806,4
2019-10-31 14:54:17,483,-0.61438847,0.18111205,2.5145788,-0.124007486,-0.2823839,0.4268128,4
2019-10-31 14:54:17,493,-0.2644191,-0.03849435,2.7228441,-0.12986644,-0.27119863,0.34691802,4
2019-10-31 14:54:17,503,0.28717458,-0.4292171,2.8756752,-0.10323485,-0.3729313,0.16529061,4
2019-10-31 14:54:17,513,0.63000554,-0.48860073,3.0806456,-0.05955905,-0.23870806,0.09764638,4
2019-10-31 14:54:17,523,0.78588295,0.22270226,2.7393255,-0.12667066,-0.06400486,-0.09942737,4
2019-10-31 14:54:17,533,0.9139742,0.19714916,2.6825552,-0.27154648,0.10164361,-0.23791163,4
2019-10-31 14:54:17,544,1.2182382,-0.3331449,2.50274,-0.36315915,0.21988787,-0.34230745,4
2019-10-31 14:54:17,553,0.98132485,-0.020710826,2.6298256,-0.37327915,0.19272365,-0.40196222,4
2019-10-31 14:54:17,563,0.9145941,0.32723725,2.8352604,-0.3237444,0.09205624,-0.46481276,4
2019-10-31 14:54:17,574,0.83262587,0.43430567,3.2546444,-0.2587633,0.007900427,-0.54364216,4
2019-10-31 14:54:17,583,0.8792569,0.47335744,3.2725,-0.17673805,-0.016600633,-0.6293959,4
2019-10-31 14:54:17,593,0.9451239,0.45218468,2.8738813,-0.12507275,-0.094364874,-0.71994334,4
2019-10-31 14:54:17,603,0.79822576,0.2460661,2.4244738,-0.12773591,-0.20781542,-0.76788014,4
2019-10-31 14:54:17,613,0.096268564,-0.58590657,1.7208948,-0.16448751,-0.32233128,-0.7380528,4
2019-10-31 14:54:17,624,-0.23860995,-1.0797489,1.4692974,-0.19644542,-0.43951026,-0.6544296,4
2019-10-31 14:54:17,633,-0.15682547,-1.2164057,1.3674173,-0.20123911,-0.50023025,-0.56121904,4
2019-10-31 14:54:17,643,0.15366606,-1.1279445,1.297946,-0.15649803,-0.5241987,-0.50422746,4
2019-10-31 14:54:17,653,0.67341137,-0.7324844,1.159524,-0.05849379,-0.48478395,-0.48505276,4
2019-10-31 14:54:17,663,0.69267774,-0.5909891,0.7587614,0.06347889,-0.3984976,-0.47120434,4
2019-10-31 14:54:17,674,0.7876774,-0.6341169,0.25821877,0.16627681,-0.33511442,-0.4483012,4
2019-10-31 14:54:17,683,0.85859823,-0.46621382,-0.04826832,0.23392104,-0.2557523,-0.45256224,4
2019-10-31 14:54:17,694,0.898079,-0.25966,-0.5706701,0.2829232,-0.15934594,-0.45202962,4
2019-10-31 14:54:17,703,1.0816742,-0.25143087,-0.9762583,0.30742422,-0.12951855,-0.45948642,4
2019-10-31 14:54:17,714,1.4012806,-0.17313898,-1.2489338,0.2951737,-0.10927856,-0.49730328,4
2019-10-31 14:54:17,723,1.7041652,-0.023492098,-1.5905809,0.23338841,-0.0746575,-0.5585559,4
2019-10-31 14:54:17,733,1.7720876,0.049087882,-1.8271427,0.14550416,-0.01819853,-0.60169905,4
2019-10-31 14:54:17,744,1.5303088,0.17081487,-2.0597534,0.05442414,0.026009906,-0.61341697,4
2019-10-31 14:54:17,754,1.1085218,0.29162824,-2.1306343,-0.039319042,0.03559728,-0.60809064,4
2019-10-31 14:54:17,763,0.88396245,0.3242575,-2.1211023,-0.113354854,0.052641496,-0.57932854,4
2019-10-31 14:54:17,773,0.5034473,0.3615228,-2.1340446,-0.17620541,0.09045835,-0.53884846,4
2019-10-31 14:54:17,783,0.11636991,0.37829196,-2.271092,-0.2198812,0.13306889,-0.49623805,4
2019-10-31 14:54:17,794,0.082886204,0.2757461,-2.3262916,-0.26089382,0.19059312,-0.4754654,4
2019-10-31 14:54:17,803,0.014137998,0.21987712,-2.539567,-0.2768728,0.24225841,-0.461617,4
2019-10-31 14:54:17,813,0.07067923,0.05781758,-2.8527308,-0.28486228,0.1549068,-0.45362747,4
2019-10-31 14:54:17,824,0.07581654,0.001982689,-3.002471,-0.28432965,0.07660992,-0.45096433,4
2019-10-31 14:54:17,833,0.11865765,-0.005774498,-2.8434563,-0.2640896,-0.17745541,-0.4238001,4
2019-10-31 14:54:17,844,0.223274,-0.23961198,-2.405159,-0.23106648,-0.27865547,-0.41101694,4
2019-10-31 14:54:17,853,0.32271484,-0.22957826,-1.9652519,-0.2076307,-0.27972072,-0.40941903,4
2019-10-31 14:54:17,863,0.24426833,-0.31753087,-1.6427898,-0.089386426,-0.15508488,-0.38278747,4
2019-10-31 14:54:17,874,0.011407189,-0.49195194,-1.4443007,0.03791256,-0.05761328,-0.33857906,4
